Qualifier,63,7229,Qualifier,1,1,0,0,1,0,1,5,2,2,1,0,1,0,0,0,false,false,false,47,|wood bot. not a bad cargo not, compared to some others. kinda slow getting cargo from loading station- dropped a few and can't pick up from floor|
Qualifier,64,6657,Qualifier,2,1,0,0,1,0,1,5,2,1,1,0,1,1,0,1,false,false,false,66,|OK cargo bot. slow in sandstorm and only a liitle faster the rest of the time|
Qualifier,63,6657,Qualifier,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false,false,false,47,|wood bot. not a bad cargo not, compared to some others. kinda slow getting cargo from loading station- dropped a few and can't pick up from floor|
Qualifier,63,100,Qualifier,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false,false,false,47,|wood bot. not a bad cargo not, compared to some others. kinda slow getting cargo from loading station- dropped a few and can't pick up from floor|
Qualifier,68,5871,Qualifier,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,false,false,false,58,|drops at loading station 
collision in sandstorm |
Qualifier,69,3189,Qualifier,1,0,0,0,0,0,0,3,0,2,0,1,1,1,0,0,false,false,false,35,|Clucky intake not much sandstorm!
dropped a few 
hab climb with pistons |
Qualifier,70,6238,Practice Match,2,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,false,false,false,21,|they fell off hab 2 during sandstorm got stuck on cargo 
alliance member got it unstuck 
played defence rest of match|
Qualifier,70,100,Practice Match,2,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,false,false,false,21,|they fell off hab 2 during sandstorm got stuck on cargo 
alliance member got it unstuck 
played defence rest of match|
Qualifier,71,4135,Qualifier,2,0,0,0,0,0,0,3,3,2,0,1,1,0,0,0,false,false,false,54,|played some defence 
close to full rocket for alliance and chocked 
ineffective reach to third lv rocket |
Qualifier,73,6657,Qualifier,2,0,0,0,0,0,0,4,3,1,0,1,1,1,0,0,false,false,false,64,|kinda slow 
not a super bad cargo not good either meh|
Qualifier,74,2551,Qualifier,2,1,0,0,0,0,0,0,3,1,1,2,1,1,0,0,false,false,false,77,|not many pieces scored confusing driving|
Qualifier,75,4698,Qualifier,2,1,0,0,0,1,0,2,1,1,1,2,1,1,0,0,false,false,false,49,|not bad fair  amount of game pieces. scatter brained|
Qualifier,76,6474,Qualifier,1,1,0,0,0,1,0,4,1,1,1,1,1,2,0,0,false,false,false,69,|pretty reliable intake for both hatch and cargo not output and hab climb|
Qualifier,77,3880,Qualifier,2,1,0,0,1,1,0,4,1,1,2,1,1,1,0,0,false,false,false,39,|tried to assist to get to hab 3
hatch bot|
Qualifier,78,4698,Qualifier,2,1,0,0,1,1,0,4,1,1,2,1,1,0,0,0,false,false,false,64,|played defence |
Qualifier,78,1323,Qualifier,2,1,0,0,1,2,0,1,5,1,2,4,1,3,0,0,false,false,false,85,|its madtown |
Qualifier,79,6305,Qualifier,1,1,0,0,1,2,0,1,5,1,2,0,1,1,0,0,false,false,false,50,|just bad 
slow at loading station and to place |
Qualifier,81,6174,Qualifier,1,1,0,0,0,2,0,6,5,1,2,0,1,1,0,0,false,false,false,68,|not bad 
good amount of game pieces 
cargo only ? |
Qualifier,82,2141,Qualifier,2,1,0,0,0,2,0,2,5,3,2,0,1,1,0,0,false,false,false,34,|slow elevator
dropped a lot 
ineffective intake|
Qualifier,83,3598,Qualifier,1,1,0,0,0,2,0,2,5,3,2,0,1,2,0,0,false,false,false,40,|trouble picking up hatches |
Qualifier,84,5274,Qualifier,2,1,0,0,0,2,0,8,5,3,2,0,1,1,0,0,false,false,false,48,|cargo only? 
seemed to be trying lvl 2 hab not enough time |
Qualifier,85,4698,Qualifier,1,1,0,0,1,2,0,4,5,3,1,0,1,1,0,0,false,false,false,43,|not bad cargo. hatch intake a little slow|
Qualifier,86,6981,Qualifier,2,1,0,0,1,2,0,2,5,2,1,0,1,1,0,0,false,false,false,41,|kept dropping cargo|
Qualifier,87,5480,Qualifier,2,1,0,0,1,2,0,2,5,2,1,0,1,1,0,0,false,false,false,69,|defense/counter defense seemed to be keeping robots away from madtown |
