2910,Jack in the Bot,Areeba,false,false,Both,1,0,false,true,true,false,false,||,2,true,true,false,|Hatch on the front of the cargo ship,Hatch elsewhere on the cargo ship,Hatch elsewhere on the cargo ship|,2 hatches on cargo ship + get another,false,false,24,|Cargo ship cargo,Cargo ship hatch,Rocket cargo,Rocket hatch,Rocket hatch|,11,Said they could fill up 1st level of field- not sure about null hatch panels 
First cargo ship, then rocket,Unnecessary,Flexible,Open to playing defense
