2046,Bear Metal,Areeba,false,true,Both,3,0,true,true,true,false,false,||,2,true,false,false,||,places hatch idk where,false,false,15,|Cargo ship cargo,Cargo ship hatch,Rocket cargo,Rocket hatch,Rocket hatch|,5,solo rocket + 3 cargo ship bays

didn't know cycle time,Unnecessary,Preferred,Can play both defense an offense, usually plays offense though
