2930,Sonic Squirrels,Areeba,false,true,Both,1,0,true,false,true,false,false,||,1,true,false,false,||,hatch anywhere on cargo ship, go back to grab another,false,true,10,||,10,9 game pieces with defense, 13 pieces without\

Don't seem to care about any specific strategy,Ideal,Preferred,prefer offense, flexible within that
