1072,Harker Robotics,Claire Little,false,false,Both,2,2,true,false,true,true,false,|Can maybe reach over cargo, haven't tried but the have a longer intake, haven't tried but the have a longer intake|,2,true,false,false,|Hatch on the close side rocket,Hatch on the front of the cargo ship,Hatch on the front of the cargo ship|,I am 88% sure they don't have auto,true,true,8,|Cargo ship cargo,Cargo ship hatch,Rocket cargo,Rocket hatch,Rocket hatch|,0,They do not keep track of cycle time,Integral,Preferred,Newish driver 
Has pass through 
