604,Quixilver,Claire Little,false,true,Both,1,1,true,true,true,false,false,||,2,true,false,false,||,,true,false,8,|Cargo ship cargo,Cargo ship hatch,Cargo ship hatch|,0,Do not know their cycle time.,Ideal,Flexible,Can outtake both sides
Has pnuematic hook thing that makes there intake better (I got slightly confused)
