2733,Pigmice,Areeba,false,true,Both,3,0,false,true,true,false,false,||,1,true,false,false,||,Hatch on rocket (not sure where),true,false,0,|Rocket cargo,Rocket hatch,Rocket hatch|,15,Not sure about game pieces per match
< 15 sec cycle time,Unnecessary,Preferred,better at offense
Okay at defense
