972,Iron Claw,Areeba,false,false,Both,2,1,true,true,false,false,false,||,2,true,false,false,||,1-2 cargo
,false,true,10,||,11,Cargo ship mostly (8-12 cargo)
Fixing hatch mech,Ideal,Preferred,Want their human player but it depends on the side they're on
Offense
