2102,Teram Paradox,Areeba,false,true,Both,1,0,true,true,true,false,false,||,2,true,false,false,||,Starting hab is lvl 1 i think it's glitching bc it won't let me select level 1 only
Use raspberry pi for vision
2 hatch auto idk where,false,false,6,|Cargo ship cargo,Cargo ship hatch,Rocket cargo,Rocket hatch,Rocket hatch|,11,cargo 12s hatch 10s
cargo ship mostly before, have been practicing rocket lately,Ideal,Preferred,Offense
