1983,Skunk Works Robotics,Areeba,false,true,Both,3,0,true,false,false,false,false,||,2,true,false,false,||,,false,false,12,|Rocket cargo,Rocket hatch,Rocket hatch|,9,try to fill rocket,Ideal,Strong,Want their own human player
seem to stick to offense and rocket
