1868,Space Cookiese,Areeba,false,true,Both,1,0,true,true,true,false,false,||,2,true,false,false,||,Hatch on cargo ship,false,false,7,|Cargo ship cargo,Cargo ship hatch,Cargo ship hatch|,15,,Unnecessary,Flexible,Mostly plays offense, willing to play defense
Inconsistent lvl 2 climb as well
