Qualifier,1,1967,Blue 1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,false,false,false,74,|defense bot with no fouls, just sat there for a while during sandstorm, sat around for a bit outside of sandstorm, accidentally defended their own alliance for a sec, whole alliance stopped 20sec early, but they didn't climb|
Qualifier,2,3189,Blue 1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,false,false,false,29,|tried to climb 2, didn't work. got stuck on the ship during auto, really slow, surgical tubing intake|
Qualifier,3,5250,Blue 1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,false,false,false,32,|ramp worked???? ramp made of wood, alliance was missing a bot, omnis, not great at defence, Velcro intake not good|
Qualifier,30,4643,Blue 1,1,1,0,0,1,2,1,2,3,1,0,2,2,0,0,0,false,false,false,43,|didnt show up|
Qualifier,32,2085,Blue 1,1,1,0,0,0,0,0,3,0,2,1,0,1,1,0,0,false,false,false,56,|bad hatch intake|
Qualifier,33,5940,Blue 1,1,1,0,0,0,0,1,3,1,2,1,5,1,1,0,0,false,false,false,63,||
Qualifier,34,3859,Blue 1,1,1,0,0,1,0,1,2,1,1,1,1,1,1,0,0,false,false,false,51,|accurate placement|
Qualifier,35,3925,Blue 1,2,1,0,0,1,0,1,2,1,1,1,1,1,0,0,0,false,false,false,29,|fell off hab two|
Qualifier,36,7667,Blue 1,2,1,0,0,1,0,1,1,0,2,1,1,1,0,0,0,false,false,false,32,|didn't move in the beginning, and got stuck it didn't move on and off throughtout the match|
Qualifier,37,5458,Blue 1,1,1,0,0,1,0,1,1,2,1,1,2,1,1,0,0,false,false,false,59,|kinda slow in getting cargo. not amazingly accurate. |
Qualifier,38,199,Blue 1,1,1,0,0,1,0,1,1,2,1,1,1,2,0,0,0,false,false,false,65,|took forever to get a hatch panel|
Qualifier,40,1662,Blue 1,2,1,0,0,1,0,1,2,2,1,1,1,2,0,0,0,false,false,false,38,|got pretty defended against shook it a few times. almost got to hab 3 but got stuck or not enough time|
Qualifier,41,7528,Blue 1,1,1,0,1,1,0,1,2,2,1,1,1,2,1,0,0,false,false,false,33,|connection to drjver station seems to have all but died. bacl in sort of at 1 min not really not a good bot dont pick|
Qualifier,42,114,Blue 1,1,1,0,1,1,2,1,2,1,2,1,1,1,0,0,0,false,false,false,44,|filled lvl 1 rocket panels in sand. pretty heavily defended against. good nav and linr up. not good at applying higher hatches |
